,no2_value,intensidad,carga,ocupacion,d2m,t2m,ssr,ssrd,u10,v10,sp,tp,wind_speed,wind_direction_deg,wind_dir_sin,wind_dir_cos,wind_speed_ma3,wind_speed_ma6,wind_speed_ma24,t2m_ma6,t2m_ma24,d2m_ma6,d2m_ma24,sp_ma6,sp_ma24,sp_ma72,u10_ma6,u10_ma24,v10_ma6,v10_ma24,wind_speed_ewm3,t2m_ewm6,d2m_ewm6,sp_ewm12,u10_ewm6,v10_ewm6,ssr_sum24,ssrd_sum24,tp_sum6,tp_sum24,wind_dir_sin_ma6,wind_dir_sin_ma24,wind_dir_cos_ma6,wind_dir_cos_ma24,wind_dir_deg_ma6,wind_dir_deg_ma24,intensidad_lag1,intensidad_lag2,intensidad_lag3,intensidad_lag4,intensidad_lag6,intensidad_lag8,ocupacion_lag1,ocupacion_lag2,ocupacion_lag3,ocupacion_lag4,ocupacion_lag6,ocupacion_lag8,carga_lag1,carga_lag2,carga_lag3,carga_lag4,carga_lag6,carga_lag8
t2m_ma24,-0.15082034073795594,0.20537200800880342,0.1949109570748827,0.19181109608479824,0.5069027119501534,0.9887269446504121,0.5470184541888281,0.5495786389069546,0.016370258419319085,0.2051316510847345,-0.16275695696768486,-0.10727362691773848,0.09720819604667467,0.044658935060315194,0.01336830216391719,-0.26228354470126347,0.09720770901786012,0.09709979027386265,0.08730715491651685,0.989300271749661,1.0,0.5070660347690401,0.5179838074499638,-0.16260044527757356,-0.1539566378132077,-0.1292397478410928,0.01624817829727923,0.0033238990842941424,0.205691922717254,0.222296343768434,0.09636945310122151,0.9982338920073798,0.5160770613966891,-0.14846216650669036,0.007665208098185189,0.2174362259069944,0.5426227083012676,0.5459098039596818,-0.10862693264317884,-0.13983578496814164,0.01370826400729585,0.03856358477728665,-0.263401461320213,-0.2835354462393876,0.04421015936309884,0.03271475216496766,0.15925362687414263,0.03787079839105456,0.03931044666889685,0.09850338859757396,0.16640194920987217,0.026214978402265988,0.18083484720247853,0.21710595108966735,0.15626700121061676,0.1284453117068034,0.19176975985493064,0.197750259037721,0.18608706010053883,0.1126083519327821,0.08334477833197464,0.1355989528193822,0.18220122258610436,0.10055004129122935
d2m_ma6,-0.10877310540979998,-0.03888644266898561,-0.03893203174459252,-0.03586078226567024,0.9999369534057798,0.5076383116896306,-0.032861682924996596,-0.031229402189752262,-0.06857558214256138,0.2312513453548256,-0.11080086631344783,0.17594406297289172,-0.06703514597278278,-0.05858540337405247,0.0989457702012484,-0.24161855151386535,-0.06703552851623593,-0.0672648099968985,-0.06836249967165071,0.5076020404694008,0.5070660347690401,1.0,0.9886835829813787,-0.11079785845022273,-0.11293612869777025,-0.11879871153792479,-0.06884905420227785,-0.07418393558549116,0.23130187205645256,0.22907202372792823,-0.06789849749413648,0.5105076824988681,0.9961335041214526,-0.11425678208842747,-0.07208665107853632,0.23293691457135296,-0.03239539266500171,-0.030518419248590813,0.176345148812697,0.18206224735168855,0.09917443044768409,0.10524667969509013,-0.24200134419508518,-0.24371176576973944,-0.05854824383165834,-0.05948367704776084,-0.09934968680263291,-0.07965778512892524,-0.11968185316424904,-0.10524143818886207,0.00964835518987933,-0.108597221154417,-0.08581509863305298,0.03608790974676406,-0.025528860742435468,-0.11327819983120621,-0.013020372756903403,0.0301731806285932,-0.09809249081021182,-0.04280041047215554,-0.10505377686858099,-0.10633533598493329,-0.002621916052008775,-0.052866490605332564
d2m_ma24,-0.11787777895270711,-0.035359666351586626,-0.03510150895675184,-0.03187571029803935,0.9880847690795045,0.520845846796791,-0.026047222578111314,-0.02422780821619642,-0.05479225418238717,0.2398399042204078,-0.11375373510617652,0.17903413539257482,-0.05304093765154665,-0.052109590091986006,0.08825954633616605,-0.24861409774038215,-0.05304132932305408,-0.05345473031282078,-0.06327197787019372,0.5207588466159682,0.5179838074499638,0.9886835829813787,1.0,-0.11365517392399836,-0.11326332950515997,-0.11874942774190113,-0.05519103495007717,-0.06677748694537733,0.2398365461970667,0.23737095439287753,-0.05566482715121867,0.5223036772341765,0.9978570268264888,-0.11476311887314858,-0.062050240976706986,0.24120308360200188,-0.032505893435079924,-0.030454159766438737,0.17943827973727824,0.18560585828412016,0.08861367502035271,0.10094954956716516,-0.24902168661130045,-0.2521904084179793,-0.051918783714673455,-0.055076038911922094,-0.0942522528479622,-0.07779576130373463,-0.11641622299166472,-0.10202361432000509,0.013224795521849814,-0.10537953365088631,-0.08024154113510333,0.04061487873003473,-0.01930887786629697,-0.10829475798287261,-0.00817830172235679,0.03396080454576177,-0.09128481956035027,-0.04029916728736611,-0.10034901327981188,-0.1018581822044461,0.0011618564841717163,-0.049007611937520214
sp_ma6,0.23983616080920406,-0.01700932740583881,-0.03047806368172061,-0.04948077287457622,-0.1108024926761693,-0.15314502424472123,-0.07972892525644606,-0.0810134366380374,-0.3114221988171615,-0.2761624681311705,0.9999867234636683,-0.30914261497337847,-0.3169501865750696,-0.20584391021711113,0.2571895434644594,0.2580992757205088,-0.31695040645222095,-0.3173507995486048,-0.32699040819830494,-0.15334043393389654,-0.16260044527757356,-0.11079785845022273,-0.11365517392399836,1.0,0.9976350344297541,0.9835202377443919,-0.31162027270686615,-0.3158089910665624,-0.27652409076949885,-0.2943022565329408,-0.3206922509814122,-0.1596276960999396,-0.1130993405677247,0.9963570151648031,-0.3163967362334651,-0.2902237479120514,-0.09452184935594707,-0.09623383637349557,-0.3118013154154039,-0.32611542657625253,0.2574068123961339,0.2622993990144736,0.25919330544112196,0.28516121334599603,-0.2055467608089243,-0.20944812725183726,-0.21184996742988477,-0.22073213175916426,-0.23270544359123604,-0.1524327823519135,0.03332551117296579,-0.05899540962122114,-0.0756310690009738,-0.0943580373149241,-0.10243775834285068,-0.11675093461717193,-0.009087411412005923,-0.08414569397272369,-0.14827879192013932,-0.18433206692481577,-0.2089825723960932,-0.11170205772490514,0.021327952013795164,-0.08933417197647696
sp_ma24,0.2337038389949324,-0.017768610272240148,-0.03147732581427165,-0.05068466824728959,-0.11300677195581935,-0.14299480051617988,-0.07779126117834237,-0.07903635284818714,-0.3064057630145178,-0.26198103183744853,0.9974807100262273,-0.3144710735314219,-0.31548015991614764,-0.2044355890466505,0.2549545849915334,0.24493800260872872,-0.31548038589046273,-0.3159287666815711,-0.32821135896800696,-0.14319238353418606,-0.1539566378132077,-0.11293612869777025,-0.11326332950515997,0.9976350344297541,1.0,0.9903362353724369,-0.3067049950574871,-0.3147454651226152,-0.2623396497948924,-0.28134315282877814,-0.31971208282779146,-0.1505055190069568,-0.11375758005660722,0.9993941966482185,-0.31373448322982816,-0.27681031722929383,-0.09147542005351557,-0.093113200229037,-0.31720847865923374,-0.33006309383834137,0.2552764291594747,0.2639907803487764,0.24597483808794235,0.2719683406261239,-0.20411678807346706,-0.20995092730179832,-0.21046275685083515,-0.22220858339261731,-0.2328599491318635,-0.15297891971510794,0.03310868162246494,-0.05989789336757017,-0.07256339865102793,-0.09473327720352598,-0.10201555141209434,-0.1174701862753456,-0.0094157195355598,-0.08493467153639617,-0.14565373574926996,-0.18589874022224012,-0.20940162568991022,-0.11218880908544035,0.0208839046578134,-0.09031488404751077
sp_ma72,0.22531201627502614,0.0035143026299228057,-0.011151443890639713,-0.03250791816178202,-0.1188096338549121,-0.12065113555126342,-0.050568342677903985,-0.05191319109809757,-0.28942417715869123,-0.2318443026592343,0.9833237463047385,-0.31547215105690496,-0.3136497590848,-0.1977466690765191,0.2436133127150453,0.22127397090223325,-0.3136499931495526,-0.31409751208155057,-0.32679988512305397,-0.12073349052921496,-0.1292397478410928,-0.11879871153792479,-0.11874942774190113,0.9835202377443919,0.9903362353724369,1.0,-0.28965519722859057,-0.2990998010931061,-0.23203227978377286,-0.2468273453443169,-0.3178974353526465,-0.12695104098261578,-0.1191915638867368,0.9943769971802552,-0.2977564428360705,-0.24398064497764546,-0.07136325989366112,-0.07311211322408233,-0.3187271529625094,-0.3388737352418322,0.24392351776726837,0.2550528874868833,0.22208365523903004,0.2420150673659872,-0.19748916086928664,-0.20444372983680734,-0.19290631337201677,-0.21492646250606492,-0.22342515073429475,-0.14224476533975317,0.044239317016952946,-0.048818983453177395,-0.04944099708502368,-0.0837510119789528,-0.08777503595541579,-0.10456475942429234,0.003983486109163589,-0.07502927208384617,-0.1239998220184123,-0.17575797767130044,-0.19786864381932232,-0.09892404593086933,0.033901574137702985,-0.07910023471990743
u10_ma6,-0.27468181812748416,0.14074742594111916,0.14171624372656025,0.1398426483518458,-0.06901302209886642,0.006767222776352613,0.16562397863365808,0.16542059840715406,0.9998604302686662,0.5378413172243227,-0.31168357002301106,0.19426510084060697,0.25165664740879007,0.6864125348770346,-0.9145222084741449,-0.3720949272349505,0.2516559845818236,0.25155378568350173,0.24317928262851565,0.006972023460467659,0.01624817829727923,-0.06884905420227785,-0.05519103495007717,-0.31162027270686615,-0.3067049950574871,-0.28965519722859057,1.0,0.9751399712025353,0.5389789758245489,0.5817703386726648,0.2515082358597926,0.01137492864663633,-0.060580738710039564,-0.30344429432330616,0.9919486150312018,0.5682649543140947,0.13676112783798436,0.13641192981380074,0.19332146577351816,0.18005596150199618,-0.915035275012746,-0.8970865147997289,-0.3741403833940607,-0.44987912869876506,0.6863876963861039,0.6547374750947305,0.13620289442827307,0.10011563679434,0.08400694005030081,0.07704478495270418,0.1389885644672909,0.1251034711971621,0.15886023129833068,0.09159912344596709,0.14717139868724935,0.09974911584847253,0.13987439640805724,0.10673793784173052,0.1540613751760474,0.10791878643378526,0.11030952445297873,0.08936745913369804,0.14404692816993458,0.1214137634182936
u10_ma24,-0.2707968029598302,0.12256892570096535,0.12320848989597934,0.12244706377555796,-0.07413251979130228,-0.012433409801130281,0.16479643547131095,0.16432476218504866,0.9737675488159004,0.5004234643233629,-0.3157273334229435,0.19680131268680337,0.2470406991281298,0.6739168949081153,-0.8932221664747118,-0.33251000893277033,0.24704003893809637,0.2473022007150059,0.25219973898264425,-0.012077903383120083,0.0033238990842941424,-0.07418393558549116,-0.06677748694537733,-0.3158089910665624,-0.3147454651226152,-0.2990998010931061,0.9751399712025353,1.0,0.5015485417574067,0.5527985856715734,0.24970776232820996,-0.003713840370605613,-0.0695990865251794,-0.31149309331443126,0.9949282708342615,0.536069868591698,0.15587491440257528,0.15525124073994517,0.1963702092712238,0.18895057892516495,-0.8950851703069446,-0.9283532932513247,-0.3343151896513513,-0.4138533153398224,0.6747532421017538,0.6855444997629668,0.12381864667415246,0.08884703655417549,0.07336486335341162,0.06569087923598178,0.12756979813410851,0.1128748983978117,0.14257950597225785,0.07254113232219551,0.12927549172498756,0.08415854720956362,0.12633505423422767,0.09417824578353666,0.1370582529559483,0.09203175839044292,0.09652625613348664,0.07511842644958146,0.13123485660996442,0.10858380112979202
v10_ma6,-0.14558755777591453,0.20999647487793546,0.21052217833263498,0.21102223660258895,0.23120471130725065,0.22434446627346133,0.1709622425360297,0.17160875225500583,0.5397107004792057,0.999851945213089,-0.2768052601681677,0.2542072600312718,0.08348835216407467,0.28683266252986944,-0.39083160207966955,-0.8717649290677476,0.08348777200175371,0.08322556733463767,0.0716127555986501,0.22414917705314027,0.205691922717254,0.23130187205645256,0.2398365461970667,-0.27652409076949885,-0.2623396497948924,-0.23203227978377286,0.5389789758245489,0.5015485417574067,1.0,0.9715287340722711,0.0814674561706361,0.21230158077977906,0.23716903007404877,-0.25651240376335743,0.5200635417495094,0.9903485607989155,0.10152008910556513,0.10199459215444145,0.25271533400277263,0.21903867642764904,-0.3900564744934982,-0.35407279563573135,-0.872899642275249,-0.8758202231884021,0.2856618550859333,0.24611064361521914,0.1859707680031536,0.1486299032415988,0.1261608931487075,0.1166473598503118,0.1802009820159535,0.16705117508483552,0.21520727319513472,0.1838465672397656,0.22068936229376845,0.15007983109532372,0.20115877624274467,0.17528828129498647,0.21081051205004137,0.16851570498320942,0.1643724325322837,0.1353287739517231,0.19338167345773422,0.17008509681815287
v10_ma24,-0.15184141195426556,0.2053662105589121,0.20546363906642895,0.20758980361404655,0.22903903246559526,0.22573639138585394,0.20906849868522703,0.2094480451795644,0.5819021711986232,0.9699927490824267,-0.29449660810464423,0.2803986594957162,0.10039859970399498,0.3263798939447775,-0.4439243368548695,-0.8394707447451593,0.10039800627012567,0.10019493165969705,0.08765654722949956,0.22591397669679592,0.222296343768434,0.22907202372792823,0.23737095439287753,-0.2943022565329408,-0.28134315282877814,-0.2468273453443169,0.5817703386726648,0.5527985856715734,0.9715287340722711,1.0,0.09836637365337814,0.22292350150523357,0.23485293955782666,-0.27431740252352854,0.5680810607487817,0.9945877123575915,0.1576494063505423,0.1578987735297983,0.2791748845460667,0.24902126142760003,-0.4437013255638161,-0.4104731041059694,-0.8421185319414575,-0.8993529386707937,0.3257420355625283,0.29277948223156103,0.19274065085382958,0.14470319491033545,0.12567230333884175,0.1153283595748706,0.1823412896600589,0.16631998116876512,0.2233769197467507,0.17388521043806102,0.21873063783833632,0.14631674529908606,0.20344163516223815,0.17401089214501828,0.21748045761150805,0.16165523033847828,0.16313954297350394,0.13269907447260354,0.19489445329141433,0.1691015397681637
wind_speed_ewm3,-0.3472810037347494,0.09739313899965099,0.0942046172919013,0.09282668909511328,-0.06797463781000544,0.08275801537838334,0.15141970099197322,0.15144455704828758,0.25120799332345733,0.08119467919122722,-0.3206391484805189,0.2492143630421672,0.9971271115705483,0.03699995401250396,-0.16398610333002622,-0.10795405093676452,0.9971271216991233,0.9979205379866635,0.9664893598683952,0.08316441463523119,0.09636945310122151,-0.06789849749413648,-0.05566482715121867,-0.3206922509814122,-0.31971208282779146,-0.3178974353526465,0.2515082358597926,0.24970776232820996,0.0814674561706361,0.09836637365337814,1.0,0.09061949413661902,-0.06051990067852917,-0.3199256624532312,0.25085881206361454,0.09183199816917338,0.1460146988611218,0.1461289771627429,0.24932012021907465,0.23707994066695245,-0.1647155460055598,-0.17057898334647115,-0.10840177838197063,-0.13624848717453042,0.03740946731645307,0.035153044176481484,0.1309942609685773,0.08073106751151475,0.07579044829562759,0.060105679480081255,0.07177352846766606,0.08679550865675573,0.14011088615755204,0.08349941753427814,0.10645360582871807,0.07085799490192571,0.0794501210919402,0.08730281716935356,0.13839750014532648,0.09011392258846594,0.0893095525356618,0.06518266378026852,0.07837206719646017,0.08914994308785525
t2m_ewm6,-0.14947072835617636,0.21419380265712798,0.20388848533778473,0.19998110817000656,0.5102824020636731,0.9957416177363689,0.5380309229333373,0.5407235052398243,0.011605390895897062,0.21188946019058433,-0.1598219764534468,-0.11261548544203508,0.09216975573893035,0.040176034653799014,0.021809970087711707,-0.2702023025285129,0.09216926821884654,0.09190182266421276,0.07988650376368778,0.9960871445989383,0.9982338920073798,0.5105076824988681,0.5223036772341765,-0.1596276960999396,-0.1505055190069568,-0.12695104098261578,0.01137492864663633,-0.003713840370605613,0.21230158077977906,0.22292350150523357,0.09061949413661902,1.0,0.5199986062580227,-0.145394382225945,0.0015008940265760443,0.22050656998216356,0.5226292008491282,0.5260407742672515,-0.11424004994203928,-0.14874159127209072,0.02223342815926019,0.04762673547705994,-0.27109675184047827,-0.2835998210442908,0.039623342377729326,0.024845908328984558,0.16224673444341234,0.044237450144554796,0.04405835119418004,0.10395458181498418,0.17092488497522945,0.03249155349586214,0.1835380295568225,0.22713859325447242,0.1627697725995269,0.1356540386463334,0.19760404309014334,0.20374183562039652,0.1899421387262498,0.12125945505886074,0.08925734391341508,0.14206192022319772,0.18754820778771336,0.10729376260322607
d2m_ewm6,-0.11506198034679088,-0.03630065125709493,-0.03616185934543276,-0.03303735944404172,0.9957526247420807,0.5179047077208818,-0.02773569141888832,-0.025980064987983695,-0.060235189217993104,0.23713991850917251,-0.1131550913459418,0.17841772064344788,-0.05865934968115682,-0.05481925041879437,0.09261099634641248,-0.24638275992180841,-0.058659738209201596,-0.05899232328103059,-0.06492671032659919,0.5178414647260248,0.5160770613966891,0.9961335041214526,0.9978570268264888,-0.1130993405677247,-0.11375758005660722,-0.1191915638867368,-0.060580738710039564,-0.0695990865251794,0.23716903007404877,0.23485293955782666,-0.06051990067852917,0.5199986062580227,1.0,-0.11512384789090027,-0.06596820640556379,0.23869566282870266,-0.031605551312488406,-0.02961172360461826,0.17880649082577493,0.18470613761818622,0.09291436049043467,0.10264674027383987,-0.2467852440691922,-0.2494457870730393,-0.05471302828655825,-0.0569073722380881,-0.09630483885346776,-0.07875780342775394,-0.11793608996294828,-0.10346606244551847,0.012064533886853494,-0.1070514096821874,-0.08234868763661086,0.039346917038133804,-0.021599685226716996,-0.11033574316204414,-0.009896998429971772,0.03284109311961343,-0.0938891679769967,-0.04118525723908093,-0.10233887108909986,-0.10370356913952189,-9.184872430276752e-05,-0.050527935411546425
sp_ewm12,0.2320130065938139,-0.012363131381454798,-0.026363492394656296,-0.04620169762679002,-0.1143019681620976,-0.13833224944139455,-0.07144673789056803,-0.07272658567327403,-0.30317589016524643,-0.256195779300141,0.9962122067841093,-0.31505271300006765,-0.3157575267877429,-0.20339492855086724,0.25279422567346027,0.24070818199616095,-0.31575775383921717,-0.3161954311932481,-0.32826917548777085,-0.1385008124272097,-0.14846216650669036,-0.11425678208842747,-0.11476311887314858,0.9963570151648031,0.9993941966482185,0.9943769971802552,-0.30344429432330616,-0.31149309331443126,-0.25651240376335743,-0.27431740252352854,-0.3199256624532312,-0.145394382225945,-0.11512384789090027,1.0,-0.3105513571353637,-0.2702721360627427,-0.08711694123204587,-0.08879464376818773,-0.31797307450234713,-0.3328644050134724,0.25309930093105765,0.26206807836170115,0.2416978696500482,0.26609278634973954,-0.20310121099220377,-0.20901374714413862,-0.20707692070204872,-0.22103501122091146,-0.23130652917545055,-0.1508332492443965,0.03566855091317858,-0.0577846819977503,-0.06738352821661835,-0.09221656610557173,-0.09898526293204547,-0.1147026080164302,-0.006452687913502886,-0.08293782788157854,-0.14114868268720118,-0.18382994225205593,-0.20728669421006535,-0.1092958585045194,0.02388423394648604,-0.08820268674429896
u10_ewm6,-0.2738825049861867,0.12947526354889222,0.13028817482314564,0.12917973830091986,-0.07213495549319837,-0.00553421792896821,0.16416332161899808,0.16380434668337088,0.9910789560690609,0.518926469563876,-0.31637974666278607,0.19640967853686528,0.24933367666483605,0.6837794084279233,-0.9082753303019535,-0.35064803098418273,0.2493330143459896,0.24943249096446332,0.24881211522500304,-0.005248808286804232,0.007665208098185189,-0.07208665107853632,-0.062050240976706986,-0.3163967362334651,-0.31373448322982816,-0.2977564428360705,0.9919486150312018,0.9949282708342615,0.5200635417495094,0.5680810607487817,0.25085881206361454,0.0015008940265760443,-0.06596820640556379,-0.3105513571353637,1.0,0.5526040657090079,0.14711705097917402,0.14660724867882244,0.19574814770399265,0.18619245218809324,-0.9095806254388438,-0.9201195929445422,-0.3525779219549802,-0.43141270016819094,0.6843165722961746,0.6769704267042547,0.12864095197095474,0.09359605000262104,0.07775092207775879,0.07017902010745736,0.1320224494128861,0.11768938984472767,0.14897713997816225,0.08004499095255671,0.13646950201750727,0.09020072064223929,0.13161828565092204,0.09913740221358415,0.1436427640676641,0.09846533049367275,0.10210422558660288,0.08065254924272086,0.13621340007355162,0.11362312733366565
v10_ewm6,-0.1496529696511912,0.2076139695837891,0.20794519811678272,0.20963693366410807,0.23287875781491477,0.22699467697909836,0.19482191220536854,0.19531110008574742,0.5686752873878071,0.9893739390496491,-0.29045486433443496,0.2723121470125585,0.09384357759646418,0.3127745892840428,-0.42582208309255404,-0.8591309564944594,0.0938429876690047,0.09360400700051116,0.08173887393091879,0.22701425390901162,0.2174362259069944,0.23293691457135296,0.24120308360200188,-0.2902237479120514,-0.27681031722929383,-0.24398064497764546,0.5682649543140947,0.536069868591698,0.9903485607989155,0.9945877123575915,0.09183199816917338,0.22050656998216356,0.23869566282870266,-0.2702721360627427,0.5526040657090079,1.0,0.13672906144675903,0.13706829892337827,0.270993251478418,0.23962267580768495,-0.4253439350950522,-0.391249163630502,-0.8611575509792445,-0.8953671517890048,0.3118853850465425,0.2763716225980167,0.19099160410911872,0.14716576411943977,0.12664681134885966,0.11663370456862618,0.18207890934703644,0.1672299069944739,0.2206943872585893,0.17849973569056898,0.22030426976997125,0.14852275762790357,0.20327081365725388,0.17533453269715665,0.21551221034032483,0.1650726584747099,0.1644575044131204,0.1344335679600697,0.19493766766520645,0.17014300582540506
ssr_sum24,0.06079046392670421,0.29452274233034026,0.280280454813055,0.2855199913266832,-0.03214074274296809,0.4900881721586668,0.8619424657625443,0.8614239719758353,0.13610628900919916,0.10017556715317853,-0.09455968787150014,0.10328432079404125,0.1415307300870148,0.16036878030033494,-0.1379813790282183,-0.13950669871408977,0.14153039850991025,0.14219273032787133,0.15599538594920867,0.4915999441580497,0.5426227083012676,-0.03239539266500171,-0.032505893435079924,-0.09452184935594707,-0.09147542005351557,-0.07136325989366112,0.13676112783798436,0.15587491440257528,0.10152008910556513,0.1576494063505423,0.1460146988611218,0.5226292008491282,-0.031605551312488406,-0.08711694123204587,0.14711705097917402,0.13672906144675903,1.0,0.9997839786464373,0.10667462452386249,0.12776107554741542,-0.138283512759836,-0.13611125492093396,-0.1415394317094053,-0.20478146420259083,0.16054204473393077,0.16586836706638497,0.3805157040115211,0.17304884448804028,0.22668275557243134,0.23315242432381644,0.25687738191988374,0.2630158134857585,0.4046549863963608,0.22842992160991235,0.29493609491035133,0.2808171435435948,0.29011835910352163,0.30428443558006213,0.4082072118132219,0.201876172970989,0.26727975177081065,0.26828688664312045,0.2766596848572664,0.28623466062975156
ssrd_sum24,0.059496515946532755,0.2927657710649312,0.2786817206616491,0.2842460907317406,-0.03026814142675816,0.4936591227436223,0.8614059109437573,0.8612545084979545,0.13576492807071827,0.10065322625614116,-0.09627349822982607,0.10205090272984765,0.1416722185008009,0.16052294536416978,-0.13751514150321348,-0.13993321633833994,0.14167189783289774,0.14233376616291105,0.15597052530271086,0.49516742987569645,0.5459098039596818,-0.030518419248590813,-0.030454159766438737,-0.09623383637349557,-0.093113200229037,-0.07311211322408233,0.13641192981380074,0.15525124073994517,0.10199459215444145,0.1578987735297983,0.1461289771627429,0.5260407742672515,-0.02961172360461826,-0.08879464376818773,0.14660724867882244,0.13706829892337827,0.9997839786464373,1.0,0.10546373952319717,0.1268798075664109,-0.1378096250550828,-0.1354331162115399,-0.14196614411265943,-0.20497762259925406,0.16069229548699931,0.16596149094579646,0.37841184000114153,0.1712066624268978,0.2262935976524562,0.23249085091078578,0.2551006975033188,0.2608403626918982,0.40261464248011214,0.2273050352664545,0.2931778134824261,0.27994776550832184,0.2887044495356684,0.30303735998265074,0.4060425892297777,0.20024832948687157,0.2665692481080235,0.26744995544878125,0.2750818933216155,0.2845087275943027
tp_sum6,-0.07780729468944353,0.2051766728249122,0.20380154142028561,0.20601825880646077,0.176301393174314,-0.11955350958112912,0.18915400217587233,0.18849684939403732,0.19298845421035318,0.2519791203943646,-0.3116210143024481,0.9962941329769225,0.24603052415544027,0.1246695771604677,-0.1384185622406508,-0.2700806390239674,0.2460308163112268,0.24647812165792174,0.2556225021938035,-0.11913958507297809,-0.10862693264317884,0.176345148812697,0.17943827973727824,-0.3118013154154039,-0.31720847865923374,-0.3187271529625094,0.19332146577351816,0.1963702092712238,0.25271533400277263,0.2791748845460667,0.24932012021907465,-0.11424004994203928,0.17880649082577493,-0.31797307450234713,0.19574814770399265,0.270993251478418,0.10667462452386249,0.10546373952319717,1.0,0.9307041590763101,-0.13856300729260007,-0.13382585550141018,-0.27137959611385126,-0.30561102669311596,0.12500473436208176,0.11892786276990396,0.2294755688333184,0.17684692027954035,0.1873892205411094,0.13243670061738658,0.17385191760356933,0.259702951926599,0.2633427408212997,0.15870469828809716,0.2429015792464484,0.15795893428960647,0.1896814551663114,0.2054235445051281,0.25812696668105223,0.18185913443550775,0.22336088089537662,0.1374435046517455,0.18503913516371462,0.2433872914363699
tp_sum24,-0.08809240065794573,0.09598368840650953,0.09624740103764066,0.10674998259069016,0.18200238042733377,-0.16033749328634825,0.07537028742120558,0.07466861259757042,0.17971218097836267,0.2182387226731571,-0.3259799653424141,0.9256430827296614,0.23271911909067566,0.12015948785757362,-0.13862295487842852,-0.2328056356684538,0.23271942079616031,0.23332332024684466,0.24798501279668075,-0.1597087516637552,-0.13983578496814164,0.18206224735168855,0.18560585828412016,-0.32611542657625253,-0.33006309383834137,-0.3388737352418322,0.18005596150199618,0.18895057892516495,0.21903867642764904,0.24902126142760003,0.23707994066695245,-0.14874159127209072,0.18470613761818622,-0.3328644050134724,0.18619245218809324,0.23962267580768495,0.12776107554741542,0.1268798075664109,0.9307041590763101,1.0,-0.1388439861264233,-0.1404579168201434,-0.23430129396351684,-0.27374162178800865,0.12092415070504299,0.12373767283721301,0.16484080550427352,0.1134865196582426,0.13887122910325772,0.07426584386063255,0.09576085432046294,0.18096149754456475,0.1828716986630859,0.07301556490068749,0.15509395403024692,0.08121878805003796,0.10760318180260567,0.1335426299740863,0.17483698849958484,0.09668802222785162,0.15384150116122783,0.06497079829630258,0.10080479852572823,0.16522855205325707
wind_dir_sin_ma6,0.22989114717823905,-0.07691955046150865,-0.07940899435919108,-0.07959117526116986,0.09925810291645601,0.033181531919958214,-0.13899878641434707,-0.1386366274366818,-0.914831655983977,-0.3887769458528749,0.25741938176588786,-0.13888545684061027,-0.16405557932878923,-0.7077117219937054,0.9996576263827781,0.2765605763994494,-0.16405514143060046,-0.1639262068717703,-0.16241643845000797,0.03286010898521692,0.01370826400729585,0.09917443044768409,0.08861367502035271,0.2574068123961339,0.2552764291594747,0.24392351776726837,-0.915035275012746,-0.8950851703069446,-0.3900564744934982,-0.4437013255638161,-0.1647155460055598,0.02223342815926019,0.09291436049043467,0.25309930093105765,-0.9095806254388438,-0.4253439350950522,-0.138283512759836,-0.1378096250550828,-0.13856300729260007,-0.1388439861264233,1.0,0.9558206583427328,0.27855454832540194,0.35692647611590034,-0.7076884709883676,-0.6735039907341329,-0.08963006740315557,-0.05596928875186337,-0.05286538534394985,-0.05053494711538287,-0.0835802906657703,-0.07914173863004421,-0.0995495876026529,-0.035568083074406794,-0.0801943329863165,-0.061108744736472514,-0.08126219028680771,-0.0567032811510811,-0.10027750846527682,-0.05719040816550996,-0.0673591983135701,-0.05606199995479815,-0.08464901112986634,-0.07506871102467369
